gender,name,variant,base_name,usage_note,declension,genitive,patr_old_m,patr_old_f,patr_m,patr_f,source
Ж,Палладия,,,Стар. редк.,"-и, ж. Стар. редк.",Палладии,,,,,Словарь русских личных имен Петровского
Ж,Пальмира,,,Заимств.,"-ы, ж. Заимств.",Пальмиры,,,,,Словарь русских личных имен Петровского
М,Памфалон,,,Стар. редк.,"-а, м. Стар. редк.",Памфалона,Памфалонов,Памфалонова,Памфалонович,Памфалоновна,Словарь русских личных имен Петровского
М,Памфамир,,,Стар. редк.,"-а, м. Стар. редк.",Памфамира,Памфамиров,Памфамирова,Памфамирович,Памфамировна,Словарь русских личных имен Петровского
М,Памфил,Панфил,,,"-а, м.; разг. Панфил, -а и Памфилий, -я; прост. Панфилий, -я.",Памфила,Памфилов,Памфилова,Памфилович,Памфиловна,Словарь русских личных имен Петровского
М,Памфилий,,Памфил,Разг.,"-я, м. Разг. к Памфил (см.).",Памфилия,Памфилиев,Памфилиева,Памфилович,Памфиловна,(для варианта целевого современного отчества)
М,Памфилий,,,,,,Памфильев,Памфильева,Памфильевич,Памфильевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Памфилий,,Памфил,Разг.,"-я, м. Разг. к Памфил (см.).",Памфилия,Памфилиев,Памфилиева,Памфильевич,Памфильевна,Словарь русских личных имен Петровского
М,Панкрат,,Панкратий,Вариант,"-а, м. См. Панкратий.",Панкрата,Панкратов,Панкратова,Панкратиевич,Панкратиевна,(для варианта целевого современного отчества)
М,Панкрат,,Панкратий,Вариант,"-а, м. См. Панкратий.",Панкрата,Панкратов,Панкратова,Панкратович,Панкратовна,Словарь русских личных имен Петровского
М,Панкратий,,,,,,Панкратьев,Панкратьева,Панкратиевич,Панкратиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Панкратий,Панкрат,,,"-я, м. и реже Панкрат, -а.",Панкратия,Панкратиев,Панкратиева,Панкратиевич,Панкратиевна,Словарь русских личных имен Петровского
М,Пансофий,,,,,,Пансофьев,Пансофьева,Пансофиевич,Пансофиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пансофий,,,Стар. редк.,"-я, м. Стар. редк.",Пансофия,Пансофиев,Пансофиева,Пансофиевич,Пансофиевна,Словарь русских личных имен Петровского
М,Пантелеимон,Пантелей,,,"-а, м.; народн. Пантелей, -я; разг. Пантелеймон, -а; прост. Пантелимон, -а.",Пантелеимона,Пантелеимонов,Пантелеимонова,Пантелеимович,Пантелеимовна,Словарь русских личных имен Петровского
М,Пантелей,,Пантелеимон,Народн. форма имени,"-я, м. Народн. форма имени Пантелеимон (см.).",Пантелея,Пантелеев,Пантелеева,Пантелеимонович,Пантелеимоновна,(для варианта целевого современного отчества)
М,Пантелей,,Пантелеимон,Народн. форма имени,"-я, м. Народн. форма имени Пантелеимон (см.).",Пантелея,Пантелеев,Пантелеева,Пантелеевич,Пантелеевна,Словарь русских личных имен Петровского
М,Пантелеймон,,Пантелеимон,Разг.,"-а, м. Разг. к Пантелеимон (см.).",Пантелеймона,Пантелеймона,Пантелеймонов,Пантелеимонович,Пантелеимоновна,(для варианта целевого современного отчества)
М,Пантелеймон,,Пантелеимон,Разг.,"-а, м. Разг. к Пантелеимон (см.).",Пантелеймона,Пантелеймона,Пантелеймонов,Пантелеймонова,Пантелеймоновна,Словарь русских личных имен Петровского
М,Панфил,,Памфил,Разг.,"-а, м. Разг. к Памфил (см.).",Панфила,Панфилов,Панфилова,Памфилович,Памфиловна,(для варианта целевого современного отчества)
М,Панфил,,Памфил,Разг.,"-а, м. Разг. к Памфил (см.).",Панфила,Панфилов,Панфилова,Панфилович,Панфиловна,Словарь русских личных имен Петровского
М,Панхарий,,,,,,Панхарьев,Панхарьева,Панхариевич,Панхариевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Панхарий,,,Стар. редк.,"-я, м. Стар. редк.",Панхария,Панхариев,Панхариева,Панхариевич,Панхариевна,Словарь русских личных имен Петровского
М,Папа,,,Стар. редк.,"-ы, м. Стар. редк.",Папы,Папин,Папина,Папич,Папична,Словарь русских личных имен Петровского
М,Папий,,,,,,Папьев,Папьева,Папиевич,Папиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Папий,,,Стар. редк.,"-я, м. Стар. редк.",Папия,Папиев,Папиева,Папиевич,Папиевна,Словарь русских личных имен Петровского
М,Папила,,,Стар. редк.,"-ы, м. Стар. редк.",Папилы,Папилин,Папилина,Папилич,Папилична,Словарь русских личных имен Петровского
М,Парамон,,,,"-а, м.",Парамона,Парамонов,Парамонова,Парамонович,Парамоновна,Словарь русских личных имен Петровского
Ж,Параскева,,Прасковья,Стар.,"-ы, ж. Стар. форма имени Прасковья (см.).",Параскевы,,,,,Словарь русских личных имен Петровского
Ж,Парасковья,,Прасковья,Разг.,"-и, ж. Разг. к Прасковья (см.).",Парасковьи,,,,,Словарь русских личных имен Петровского
М,Пард,,,Стар. редк.,"-а, м. Стар. редк.",Парда,Пардов,Пардова,Пардович,Пардовна,Словарь русских личных имен Петровского
М,Паригорий,,,,,,Паригорьев,Паригорьева,Паригориевич,Паригориевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Паригорий,,,Стар. редк.,"-я, м. Стар. редк.",Паригория,Паригориев,Паригориева,Паригориевич,Паригориевна,Словарь русских личных имен Петровского
М,Пармен,Пармён,,,"-а, м.; разг. Пармён, -а.",Пармена,Парменов,Парменова,Парменович,Парменовна,Словарь русских личных имен Петровского
М,Пармений,,,,,,Парменьев,Парменьева,Пармениевич,Пармениевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пармений,,,Стар. редк.,"-я, м. Стар. редк.",Пармения,Пармениев,Пармениева,Пармениевич,Пармениевна,Словарь русских личных имен Петровского
М,Парод,,,Стар. редк.,"-а, м. Стар. редк.",Парода,Пародов,Пародова,Пародович,Пародовна,Словарь русских личных имен Петровского
М,Парфен,,Парфён,Стар. форма имени,"-а, м. Стар. форма имени Парфён 1 (см.).",Парфена,Парфенов,Парфенова,Парфёнович,Парфёновна,(для варианта целевого современного отчества)
М,Парфен,,Парфён,Стар. форма имени,"-а, м. Стар. форма имени Парфён 1 (см.).",Парфена,Парфенов,Парфенова,Парфенович,Парфеновна,Словарь русских личных имен Петровского
М,Парфений,Парфён,,,,Парфения,Парфенов,Парфенова,Парфеньевич,Парфеньевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Парфений,Парфентий,,,"-я, м. разг. Парфён 2, -а; прост. Парфентий 2, -я.",Парфения,Парфенов,Парфенова,Парфениевич,Парфениевна,Словарь русских личных имен Петровского
М,Пасикрат,,,Стар. редк.,"-а, м. Стар. редк.",Пасикрата,Пасикратов,Пасикратова,Пасикратович,Пасикратовна,Словарь русских личных имен Петровского
М,Пассарион,,,Стар. редк.,"-а, м. Стар. редк.",Пассариона,Пассарионов,Пассарионова,Пассарионович,Пассарионовна,Словарь русских личных имен Петровского
М,Патапий,,Потап,Стар. форма имени,"-я, м. Стар. форма имени Потап (см.).",Патапия,Патапиев,Патапиева,Потапович,Потаповна,(для варианта целевого современного отчества)
М,Патапий,,,,,,Патапьев,Патапьева,Патапиевич,Патапиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Патапий,,Потап,Стар. форма имени,"-я, м. Стар. форма имени Потап (см.).",Патапия,Патапиев,Патапиева,Патапиевич,Патапиевна,Словарь русских личных имен Петровского
М,Патермуфий,,,,,,Патермуфьев,Патермуфьева,Патермуфиевич,Патермуфиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Патермуфий,,,Стар. редк.,"-я, м. Стар. редк.",Патермуфия,Патермуфиев,Патермуфиева,Патермуфиевич,Патермуфиевна,Словарь русских личных имен Петровского
М,Патрикей,,Патрикий,Разг.,"-я, м. Разг. к Патрикий (см.).",Патрикея,Патрикеев,Патрикеева,Патрикиевич,Патрикиевна,(для варианта целевого современного отчества)
М,Патрикей,,Патрикий,Разг.,"-я, м. Разг. к Патрикий (см.).",Патрикея,Патрикеев,Патрикеева,Патрикеевич,Патрикеевна,Словарь русских личных имен Петровского
Ж,Патрикея,,Патрикия,Разг.,"-и, ж. Разг. к Патрикия (см.).",Патрикеи,,,,,Словарь русских личных имен Петровского
М,Патрикий,Патрикей,,,"-я, м.; разг. Патрикей, -я.",Патрикия,Патрикиев,Патрикиева,Патрикиевич,Патрикиевна,Словарь русских личных имен Петровского
Ж,Патрикия,Патрикея,,,"-и, ж.; разг. Патрикея, -и.",Патрикии,,,,,Словарь русских личных имен Петровского
М,Патров,,,Стар. редк.,"-а, м. Стар. редк.",Патрова,Патровов,Патровова,Патровович,Патрововна,Словарь русских личных имен Петровского
М,Патрокл,,,Стар. редк.,"-а, м. Стар. редк.",Патрокла,Патроклов,Патроклова,Патроклович,Патрокловна,Словарь русских личных имен Петровского
М,Пафнутий,,,,,,Пафнутьев,Пафнутьева,Пафнутиевич,Пафнутиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пафнутий,Панфутий,,,"-я, м.; прост. Панфутий, -я.",Пафнутия,Пафнутиев,Пафнутиева,Пафнутиевич,Пафнутиевна,Словарь русских личных имен Петровского
М,Пахом,Пахомий,,,"-а, м.; стар. Пахомий, -я.",Пахома,Пахомов,Пахомова,Пахомович,Пахомовна,Словарь русских личных имен Петровского
М,Пахомий,,Пахом,Стар. форма имени,"-я, м. Стар. форма имени Пахом (см.).",Пахомия,Пахомиев,Пахомиева,Пахомович,Пахомовна,(для варианта целевого современного отчества)
М,Пахомий,,,,,,Пахомьев,Пахомьева,Пахомиевич,Пахомиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пахомий,,Пахом,Стар. форма имени,"-я, м. Стар. форма имени Пахом (см.).",Пахомия,Пахомиев,Пахомиева,Пахомиевич,Пахомиевна,Словарь русских личных имен Петровского
М,Пегас,,Пигасий,Разг.,"-а, м. Разг. к Пигасий (см.).",Пегаса,Пегасов,Пегасова,Пигасиевич,Пигасиевна,(для варианта целевого современного отчества)
М,Пегас,,Пигасий,Разг.,"-а, м. Разг. к Пигасий (см.).",Пегаса,Пегасов,Пегасова,Пегасович,Пегасовна,Словарь русских личных имен Петровского
М,Пелагей,Палагей,,,"-я, м.; прост. Палагей, -я; стар. Пелагий, -я.",Пелагея,Пелагеев,Пелагеева,Пелагеевич,Пелагеевна,Словарь русских личных имен Петровского
Ж,Пелагея,Палагея,,,"-и, ж.; прост. Палагея, -и; стар. Пелагия, -и.",Пелагеи,,,,,Словарь русских личных имен Петровского
М,Пелагий,,Пелагей,Стар. форма имени,"-я, м. Стар. форма имени Пелагей (см.).",Пелагия,Пелагиев,Пелагиева,Пелагеевич,Пелагеевна,(для варианта целевого современного отчества)
М,Пелагий,,,,,,Пелагьев,Пелагьева,Пелагиевич,Пелагиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пелагий,,Пелагей,Стар. форма имени,"-я, м. Стар. форма имени Пелагей (см.).",Пелагия,Пелагиев,Пелагиева,Пелагиевич,Пелагиевна,Словарь русских личных имен Петровского
Ж,Пелагия,,Пелагея,Стар.,"-и, ж. Стар. форма имени Пелагея (см.).",Пелагии,,,,,Словарь русских личных имен Петровского
М,Пелей,,,Стар. редк.,"-я, м. Стар. редк.",Пелея,Пелеев,Пелеева,Пелеевич,Пелеевна,Словарь русских личных имен Петровского
М,Пелий,,,,,,Пельев,Пельева,Пелиевич,Пелиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пелий,,,Стар. редк.,"-я, м. Стар. редк.",Пелия,Пелиев,Пелиева,Пелиевич,Пелиевна,Словарь русских личных имен Петровского
М,Пеон,,,Стар. редк.,"-а, м. Стар. редк.",Пеона,Пеонов,Пеонова,Пеонович,Пеоновна,Словарь русских личных имен Петровского
М,Перегрин,,,Стар. редк.,"-а, м. Стар. редк.",Перегрина,Перегринов,Перегринова,Перегринович,Перегриновна,Словарь русских личных имен Петровского
Ж,Перегрина,,,Стар. редк.,"-ы, ж. Стар. редк.",Перегрины,,,,,Словарь русских личных имен Петровского
М,Пересвет,,,Ст.-русск.,"-а, м. Ст.-русск.",Пересвета,Пересветов,Пересветова,Пересветович,Пересветовна,Словарь русских личных имен Петровского
М,Перпетуй,,,Стар. редк.,"-я, м. Стар. редк.",Перпетуя,Перпетуев,Перпетуева,Перпетуевич,Перпетуевна,Словарь русских личных имен Петровского
Ж,Перпетуя,,,Стар. редк.,"-и, ж. Стар. редк.",Перпетуи,,,,,Словарь русских личных имен Петровского
М,Перфил,Порфир,,Прост.,"-а, м. Прост. к Порфирий (см.).",Перфила,Перфилов,Перфилова,Перфилович,Перфиловна,Словарь русских личных имен Петровского
М,Петр,Пётр,,Стар. форма имени,"-а, м. Стар. форма имени Пётр (см.).",Петра,Петров,Петрова,Петрович,Петровна,Словарь русских личных имен Петровского
Ж,Петра,,,,"-ы, ж.",Петры,,,,,Словарь русских личных имен Петровского
Ж,Петрина,,,,"-ы, ж.",Петрины,,,,,Словарь русских личных имен Петровского
М,Петроний,,,,,,Петроньев,Петроньева,Петрониевич,Петрониевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Петроний,,,Стар. редк.,"-я, м. Стар. редк.",Петрония,Петрониев,Петрониева,Петрониевич,Петрониевна,Словарь русских личных имен Петровского
Ж,Петронилла,,,Стар. редк.,"-ы, ж. Стар. редк.",Петрониллы,,,,,Словарь русских личных имен Петровского
Ж,Петрония,,,Стар. редк.,"-и, ж. Стар. редк.",Петронии,,,,,Словарь русских личных имен Петровского
Ж,Пиама,,,Стар. редк.,"-ы, ж. Стар. редк.",Пиамы,,,,,Словарь русских личных имен Петровского
М,Пигасий,,,,,,Пигасьев,Пигасьева,Пигасиевич,Пигасиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Пигасий,,,Стар. редк.,"-я, м. Стар. редк.; разг. Пегас, -а.",Пигасия,Пигасиев,Пигасиева,Пигасиевич,Пигасиевна,Словарь русских личных имен Петровского
М,Пимен,,,,"-а, м.",Пимена,Пименов,Пименова,Пименович,Пименовна,Словарь русских личных имен Петровского
М,Пинна,,,Стар. редк.,"-ы, м. Стар. редк.",Пинны,Пиннин,Пиннина,Пиннич,Пиннична,Словарь русских личных имен Петровского
М,Пиннуфрий,,,Стар. редк.,"-я, м. Стар. редк.",Пиннуфрия,Пиннуфриев,Пиннуфриева,Пиннуфриевич,Пиннуфриевна,Словарь русских личных имен Петровского
М,Пион,,,Стар. редк.,"-а, м. Стар. редк.",Пиона,Пионов,Пионова,Пионович,Пионовна,Словарь русских личных имен Петровского
М,Пионий,,,Стар. редк.,"-я, м. Стар. редк.",Пиония,Пиониев,Пиониева,Пиониевич,Пиониевна,Словарь русских личных имен Петровского
М,Пиор,,,Стар. редк.,"-а, м. Стар. редк.",Пиора,Пиоров,Пиорова,Пиорович,Пиоровна,Словарь русских личных имен Петровского
М,Пирр,,,Стар. редк.,"-а, м. Стар. редк.",Пирра,Пирров,Пиррова,Пиррович,Пирровна,Словарь русских личных имен Петровского
М,Пист,,,Стар. редк.,"-а, м. Стар. редк.",Писта,Пистов,Пистова,Пистович,Пистовна,Словарь русских личных имен Петровского
М,Питирим,,,Стар. редк.,"-а, м. Стар. редк.",Питирима,Питиримов,Питиримова,Питиримович,Питиримовна,Словарь русских личных имен Петровского
М,Питирун,,,Стар. редк.,"-а, м. Стар. редк.",Питируна,Питирунов,Питирунова,Питирунович,Питируновна,Словарь русских личных имен Петровского
Ж,Плакилла,Плакида,,Стар. редк.,"-ы, ж. Стар. редк.; прост. Плакида, -ы.",Плакиллы,,,,,Словарь русских личных имен Петровского
М,Платон,,,,"-а, м.",Платона,Платонов,Платонова,Платонович,Платоновна,Словарь русских личных имен Петровского
Ж,Платонида,,,,"-ы, ж.",Платониды,,,,,Словарь русских личных имен Петровского
М,Плутарх,,,Стар. редк.,"-а, м. Стар. редк.",Плутарха,Плутархов,Плутархова,Плутархович,Плутарховна,Словарь русских личных имен Петровского
Ж,Победа,,,Нов.,"-ы, ж. Нов.",Победы,,,,,Словарь русских личных имен Петровского
Ж,Полактия,,,Стар. редк.,"-и, ж. Стар. редк.",Полактии,,,,,Словарь русских личных имен Петровского
М,Полиевкт,Полуэкт,,,"-а, м.; народн. Полуэкт, -а; разг. Полиект, -а; прост. Полуект, -а.",Полиевкта,Полиевктов,Полиевктова,Полиевктович,Полиевктовна,Словарь русских личных имен Петровского
М,Полиект,,Полиевкт,Разг.,"-а, м. Разг. к Полиевкт (см.).",Полиекта,Полиектов,Полиектова,Полиевктович,Полиевктовна,(для варианта целевого современного отчества)
М,Полиект,,Полиевкт,Разг.,"-а, м. Разг. к Полиевкт (см.).",Полиекта,Полиектов,Полиектова,Полиектович,Полиектовна,Словарь русских личных имен Петровского
М,Полиен,,,,"-а, м.",Полиена,Полиенов,Полиенова,Полиенович,Полиеновна,Словарь русских личных имен Петровского
М,Поликарп,Поликарпий,,,"-а, м.; разг. Поликарпий, -я.",Поликарпа,Поликарпов,Поликарпова,Поликарпович,Поликарповна,Словарь русских личных имен Петровского
М,Поликарпий,,Поликарп,Разг.,"-я, м. Разг. к Поликарп (см.).",Поликарпия,Поликарпиев,Поликарпиева,Поликарпович,Поликарповна,(для варианта целевого современного отчества)
М,Поликарпий,,,,,,Поликарпьев,Поликарпьева,Поликарпиевич,Поликарпиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Поликарпий,,Поликарп,Разг.,"-я, м. Разг. к Поликарп (см.).",Поликарпия,Поликарпиев,Поликарпиева,Поликарпиевич,Поликарпиевна,Словарь русских личных имен Петровского
Ж,Поликсена,,Поликсения,Разг.,"-ы, ж. Разг. к Поликсения (см.).",Поликсены,,,,,Словарь русских личных имен Петровского
Ж,Поликсения,Поликсена,,,"-и, ж.; разг. Поликсена, -ы и Ксения 2, -и.",Поликсении,,,,,Словарь русских личных имен Петровского
Ж,Полина,Аполлинария,,Разг. форма имени,"-ы, ж. Разг. форма имени Аполлинария (см.), ставшая документальной.",Полины,,,,,Словарь русских личных имен Петровского
М,Полиодор,,,Стар. редк.,"-а, м. Стар. редк.",Полиодора,Полиодоров,Полиодорова,Полиодорович,Полиодоровна,Словарь русских личных имен Петровского
М,Полихроний,,,,,,Полихроньев,Полихроньева,Полихрониевич,Полихрониевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Полихроний,,,Стар. редк.,"-я, м. Стар. редк.",Полихрония,Полихрониев,Полихрониева,Полихрониевич,Полихрониевна,Словарь русских личных имен Петровского
М,Полувий,,,,,,Полувьев,Полувьева,Полувиевич,Полувиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Полувий,,,Стар. редк.,"-я, м. Стар. редк.",Полувия,Полувиев,Полувиева,Полувиевич,Полувиевна,Словарь русских личных имен Петровского
М,Полуэкт,,Полиевкт,Народн. форма имени,"-а, м. Народн. форма имени Полиевкт (см.).",Полуэкта,Полуэктов,Полуэктова,Полиевктович,Полиевктовна,(для варианта целевого современного отчества)
М,Полуэкт,,Полиевкт,Народн. форма имени,"-а, м. Народн. форма имени Полиевкт (см.).",Полуэкта,Полуэктов,Полуэктова,Полуэктович,Полуэктовна,Словарь русских личных имен Петровского
М,Помпей,,,Стар. редк.,"-я, м. Стар. редк.",Помпея,Помпеев,Помпеева,Помпеевич,Помпеевна,Словарь русских личных имен Петровского
М,Помпий,,,Стар. редк.,"-я, м. Стар. редк.",Помпия,Помпиев,Помпиева,Помпиевич,Помпиевна,Словарь русских личных имен Петровского
М,Понтий,,,,,,Понтьев,Понтьева,Понтиевич,Понтиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Понтий,,,Стар. редк.,"-я, м. Стар. редк.",Понтия,Понтиев,Понтиева,Понтиевич,Понтиевна,Словарь русских личных имен Петровского
М,Поплий,,,Стар. редк.,"-я, м. Стар. редк.",Поплия,Поплиев,Поплиева,Поплиевич,Поплиевна,Словарь русских личных имен Петровского
Ж,Поплия,,,Стар. редк.,"-и, ж. Стар. редк.",Поплии,,,,,Словарь русских личных имен Петровского
М,Порфир,,Порфирий,Разг.,"-а, м. Разг. к Порфирий (см.).",Порфира,Порфиров,Порфирова,Порфириевич,Порфириевна,(для варианта целевого современного отчества)
М,Порфир,,Порфирий,Разг.,"-а, м. Разг. к Порфирий (см.).",Порфира,Порфиров,Порфирова,Порфирович,Порфировна,Словарь русских личных имен Петровского
М,Порфирий,,,,,,Порфирьев,Порфирьева,Порфирьевич,Порфирьевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Порфирий,Порфир,,,"-я, м.; разг. Порфир, -а; прост. Перфил, -а и Перфилий, -я.",Порфирия,Порфириев,Порфириева,Порфирьевич,Порфирьевна,Словарь русских личных имен Петровского
М,Потамий,,,,,,Потамьев,Потамьева,Потамиевич,Потамиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Потамий,,,Стар. редк.,"-я, м. Стар. редк.",Потамия,Потамиев,Потамиева,Потамиевич,Потамиевна,Словарь русских личных имен Петровского
М,Потап,Патапий,,,"-а, м.; стар. Патапий, -я.",Потапа,Потапов,Потапова,Потапович,Потаповна,Словарь русских личных имен Петровского
М,Потит,,,Стар. редк.,"-а, м. Стар. редк.",Потита,Потитов,Потитова,Потитович,Потитовна,Словарь русских личных имен Петровского
Ж,Прасковья,Параскева,,,"-и, ж.; разг. Парасковья, -и; прост. Парасковея, -и и Прасковея, -и; стар. Параскева, -ы.",Прасковьи,,,,,Словарь русских личных имен Петровского
М,Преп,,,Стар. редк.,"-а, м. Стар. редк.",Препа,Препов,Препова,Препович,Преповна,Словарь русских личных имен Петровского
Ж,Препедигна,,,Стар. редк.,"-ы, ж. Стар. редк.",Препедигны,,,,,Словарь русских личных имен Петровского
М,Прилидиан,,,Стар. редк.,"-а, м. Стар. редк.",Прилидиана,Прилидианов,Прилидианова,Прилидианович,Прилидиановна,Словарь русских личных имен Петровского
М,Принкипс,,,Стар. редк.,"-а, м. Стар. редк.",Принкипса,Принкипсов,Принкипсова,Принкипсович,Принкипсовна,Словарь русских личных имен Петровского
М,Приск,,,Стар. редк.,"-а, м. Стар. редк.",Приска,Присков,Прискова,Прискович,Присковна,Словарь русских личных имен Петровского
Ж,Прискилла,,,Стар. редк.,"-ы, ж. Стар. редк.",Прискиллы,,,,,Словарь русских личных имен Петровского
М,Пров,,,,"-а, м.",Прова,Провов,Провова,Прович,Провна,Словарь русских личных имен Петровского
М,Провий,,,Стар. редк.,"-я, м. Стар. редк.",Провия,Провиев,Провиева,Провиевич,Провиевна,Словарь русских личных имен Петровского
М,Прокесс,,,Стар. редк.,"-а, м. Стар. редк.",Прокесса,Прокессов,Прокессова,Прокессович,Прокессовна,Словарь русских личных имен Петровского
М,Прокл,,,,"-а, м.",Прокла,Проклов,Проклова,Проклович,Прокловна,Словарь русских личных имен Петровского
М,Прокоп,,Прокопий,Разг.,"-а, м. Разг. к Прокопий (см.).",Прокопа,Прокопов,Прокопова,Прокопиевич,Прокопиевна,(для варианта целевого современного отчества)
М,Прокоп,,Прокопий,Разг.,"-а, м. Разг. к Прокопий (см.).",Прокопа,Прокопов,Прокопова,Прокопович,Прокоповна,Словарь русских личных имен Петровского
М,Прокопий,,,,,,Прокопьев,Прокопьева,Прокопиевич,Прокопиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Прокопий,Прокоп,,,"-я, м.; разг. Прокоп, -а и Прокофий, -я.",Прокопия,Прокопиев,Прокопиева,Прокопиевич,Прокопиевна,Словарь русских личных имен Петровского
М,Прокофий,,Прокопий,Разг.,"-я, м. Разг. к Прокопий (см.).",Прокофия,Прокопиев,Прокопиева,Прокопиевич,Прокопиевна,(для варианта целевого современного отчества)
М,Прокофий,,,,,,Прокофьев,Прокофьева,Прокофьевич,Прокофьевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Прокофий,,Прокопий,Разг.,"-я, м. Разг. к Прокопий (см.).",Прокофия,Прокопиев,Прокопиева,Прокофьевич,Прокофьевна,Словарь русских личных имен Петровского
М,Прокул,,,Стар. редк.,"-а, м. Стар. редк.",Прокула,Прокулов,Прокулова,Прокулович,Прокуловна,Словарь русских личных имен Петровского
М,Просдок,,,Стар. редк.,"-а, м. Стар. редк.",Просдока,Просдоков,Просдокова,Просдокович,Просдоковна,Словарь русских личных имен Петровского
Ж,Просдока,,,Стар. редк.,"-и, ж. Стар. редк.",Просдоки,,,,,Словарь русских личных имен Петровского
Ж,Проскудия,,,Стар. редк.,"-и, ж. Стар. редк.",Проскудии,,,,,Словарь русских личных имен Петровского
М,Прот,,,Стар. редк.,"-а, м. Стар. редк.",Прота,Протов,Протова,Протович,Протовна,Словарь русских личных имен Петровского
М,Протас,,Протасий,Разг.,"-а, м. Разг. к Протасий (см.).",Протаса,Протасов,Протасова,Протасиевич,Протасиевна,(для варианта целевого современного отчества)
М,Протас,,Протасий,Разг.,"-а, м. Разг. к Протасий (см.).",Протаса,Протасов,Протасова,Протасович,Протасовна,Словарь русских личных имен Петровского
М,Протасий,,,,,,Протасьев,Протасьева,Протасиевич,Протасиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Протасий,Протас,,,"-я, м.; разг. Протас, -а.",Протасия,Протасиев,Протасиева,Протасиевич,Протасиевна,Словарь русских личных имен Петровского
М,Протерий,,,,,,Протерьев,Протерьева,Протериевич,Протериевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Протерий,,,Стар. редк.,"-я, м. Стар. редк.",Протерия,Протериев,Протериева,Протериевич,Протериевна,Словарь русских личных имен Петровского
М,Протоген,,,Стар. редк.,"-а, м. Стар. редк.",Протогена,Протогенов,Протогенова,Протогенович,Протогеновна,Словарь русских личных имен Петровского
М,Протолеон,,,Стар. редк.,"-а, м. Стар. редк.",Протолеона,Протолеонов,Протолеонова,Протолеонович,Протолеоновна,Словарь русских личных имен Петровского
М,Прохор,,,,"-а, м.",Прохора,Прохоров,Прохорова,Прохорович,Прохоровна,Словарь русских личных имен Петровского
М,Псой,,,Стар. редк.,"-я, м. Стар. редк.",Псоя,Псоев,Псоева,Псоевич,Псоевна,Словарь русских личных имен Петровского
М,Птоломей,,,Стар. редк.,"-я, м. Стар. редк.",Птоломея,Птоломеев,Птоломеева,Птоломеевич,Птоломеевна,Словарь русских личных имен Петровского
М,Публий,,,Стар. редк.,"-я, м. Стар. редк.",Публия,Публиев,Публиева,Публиевич,Публиевна,Словарь русских личных имен Петровского
М,Пуд,,,,"-а, м.",Пуда,Пудов,Пудова,Пудович,Пудовна,Словарь русских личных имен Петровского
Ж,Пульхерия,,,,"-и, ж.",Пульхерии,,,,,Словарь русских личных имен Петровского
М,Пуплий,,,Стар. редк.,"-я, м. Стар. редк.",Пуплия,Пуплиев,Пуплиева,Пуплиевич,Пуплиевна,Словарь русских личных имен Петровского
М,Равула,,,Стар. редк.,"-ы, м. Стар. редк.",Равулы,Равулин,Равулина,Равулич,Равулична,Словарь русских личных имен Петровского
Ж,Рада,,,Слав.,"-ы, ж. Слав.",Рады,,,,,Словарь русских личных имен Петровского
М,Радий,,,,,,Радьев,Радьева,Радиевич,Радиевна,"(для вариантов преобразования ""старого"" отчества в ""новое"")"
М,Радий,,,Нов.,"-я, м. Нов.",Радия,Радиев,Радиева,Радиевич,Радиевна,Словарь русских личных имен Петровского
М,Радим,,,Слав. редк.,"-а, м. Слав. редк.",Радима,Радимов,Радимова,Радимович,Радимовна,Словарь русских личных имен Петровского
М,Радимир,,,Слав. редк.,"-а, м. Слав. редк.",Радимира,Радимиров,Радимирова,Радимирович,Радимировна,Словарь русских личных имен Петровского
